"UNIQID","GEOMETRY","POINT","REQUEST_ID","DISTRICT","ROUTE","FROM_RP","TO_RP","CHAINAGE","TEST_DATE","TRAVEL_DIRECTION","PAVE_TYPE","LANE_TYPE","LATITUDE","LONGITUDE","SURFACE_DEFLECTION_CRITERIA","SUBGRADE_DEFLECTION_CRITERIA","SURFACE_DEFLECTION","SUBGRADE_DEFLECTION","LTE","LONGLIST_ID","Surface Temperature(F)","Air Temperature(F)","Filename"
"1",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86809539,40.49664202,NULL),NULL,NULL),1,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",36,"nan","SB","asphalt","DL",40.49664202,-86.86809539,8,3.33,2.46,1.04,0.8703703703703704149519891921425754294447,1953,54.5,42.4,"I-65 SB RP-176+50 to RP-178+0 DL"
"2",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86753145,40.4963828,NULL),NULL,NULL),2,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",197,"nan","SB","asphalt","DL",40.4963828,-86.86753145,8,3.33,1.64,0.7,0.8472222222222222868441360432045365540667,1953,56.4,43.1,"I-65 SB RP-176+50 to RP-178+0 DL"
"3",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86700293,40.49622214,NULL),NULL,NULL),3,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",361,"nan","SB","asphalt","DL",40.49622214,-86.86700293,8,3.33,1.75,0.67,0.8441558441558439854950238214634548230346,1953,56.9,43.1,"I-65 SB RP-176+50 to RP-178+0 DL"
"4",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86647415,40.49605391,NULL),NULL,NULL),4,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",525,"nan","SB","asphalt","DL",40.49605391,-86.86647415,8,3.33,1.82,0.66,0.8249999999999999453124997962731852762147,1953,57.5,43.1,"I-65 SB RP-176+50 to RP-178+0 DL"
"5",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86581267,40.49582867,NULL),NULL,NULL),5,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",689,"nan","SB","asphalt","DL",40.49582867,-86.86581267,8,3.33,1.72,0.7,0.8344370860927150554800221492185903824671,1953,57.5,43.6,"I-65 SB RP-176+50 to RP-178+0 DL"
"6",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86538616,40.49568779,NULL),NULL,NULL),6,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",853,"nan","SB","asphalt","DL",40.49568779,-86.86538616,8,3.33,1.76,0.63,0.8311688311688310600438518463801270899577,1953,58.1,43.4,"I-65 SB RP-176+50 to RP-178+0 DL"
"7",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86477123,40.49543239,NULL),NULL,NULL),7,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",1047,"nan","SB","asphalt","DL",40.49543239,-86.86477123,8,3.33,1.5,0.5,0.7575757575757575596877869006496034236463,1953,55.9,43.8,"I-65 SB RP-176+50 to RP-178+0 DL"
"8",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86812615,40.49653945,NULL),NULL,NULL),1,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",36,"nan","SB","asphalt","SHOULDER",40.49653945,-86.86812615,8,3.33,2.31,1.03,0.8557692307692308099112427550968727197667,1954,59.5,43.4,"I-65 SB RP-176+50 to RP-178+0 SH"
"9",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.86758173,40.49638668,NULL),NULL,NULL),2,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",197,"nan","SB","asphalt","SHOULDER",40.49638668,-86.86758173,8,3.33,1.69,0.67,0.8289473684210525640581714936178567590537,1954,61.5,44.2,"I-65 SB RP-176+50 to RP-178+0 SH"
"10",MDSYS.SDO_GEOMETRY(2001,4326,MDSYS.SDO_POINT_TYPE(-86.8670182,40.4962102,NULL),NULL,NULL),3,"D2303210001","CRAWFORDSVILLE","I-65","176+50","178+0",361,"nan","SB","asphalt","SHOULDER",40.4962102,-86.8670182,8,3.33,1.72,0.7,0.8116883116883116393995612952716850481981,1954,61.1,44.7,"I-65 SB RP-176+50 to RP-178+0 SH"
